,months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,insured_zip,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_date,incident_severity,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,policy_state_IN,policy_state_OH,insured_sex_MALE,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen
176,155,34.0,914815,27-09-1990,0,500,1706.79,462479,5,63,0,0,07-01-2015,1,141,9706 MLK Lane,1,1,1,1,1,2,77040.0,8560,8560.0,59920,22,1998,N,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,261,45.0,249048,17-06-2005,1,1000,1254.18,457555,6,85,0,-45100,11-01-2015,1,149,6012 Texas Hwy,16,1,2,0,1,0,62590.0,11380,11380.0,39830,35,2003,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,245,40.0,144323,14-09-2001,2,500,885.08,459984,5,69,27000,-58900,06-02-2015,2,145,4098 Weaver Ridge,0,1,2,0,1,1,85150.0,13100,13100.0,58950,30,1998,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
179,235,39.0,651861,07-01-2011,0,500,1046.58,434982,4,78,0,-31700,24-01-2015,3,141,6193 1st Hwy,1,1,0,2,1,1,4950.0,450,900.0,3600,22,2010,N,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,53,36.0,125324,13-09-2003,2,2000,1712.68,614233,0,54,72200,0,18-02-2015,0,134,4053 Sky Lane,17,3,0,2,0,2,51100.0,10220,5110.0,35770,37,2006,N,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,426,54.0,398102,24-10-1997,2,2000,1097.71,605258,5,65,29600,-22300,12-01-2015,1,157,8964 Francis St,13,1,2,2,3,0,100800.0,16800,16800.0,67200,37,1997,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,111,27.0,514065,04-01-2009,1,500,1363.77,604377,5,78,51100,0,17-01-2015,2,157,9748 Sky Drive,12,1,2,2,3,1,90970.0,16540,16540.0,57890,12,2009,N,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,86,26.0,391652,12-10-1998,0,500,1382.88,434923,3,78,0,-30300,12-01-2015,1,145,2293 Washington Ave,11,1,0,1,1,2,81840.0,14880,7440.0,59520,30,2011,Y,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,296,46.0,922167,23-02-1993,0,1000,1141.35,476456,5,74,0,0,06-01-2015,0,145,3656 Solo Ave,18,1,0,0,2,1,54900.0,5490,5490.0,43920,18,2013,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,125,35.0,442795,07-07-1996,2,500,1054.83,446788,3,78,0,-51300,25-02-2015,2,145,8579 Apache Drive,17,1,2,2,3,1,88660.0,8060,16120.0,64480,18,2007,Y,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,177,34.0,226330,23-01-2013,0,2000,1057.77,477382,3,78,0,-57700,16-02-2015,2,134,2003 Maple Hwy,22,3,0,1,1,1,18000.0,2250,2250.0,13500,37,2009,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,238,39.0,134430,06-12-2006,1,2000,1488.02,600275,3,63,0,-39200,25-02-2015,1,122,5445 Tree Hwy,9,1,2,1,3,2,5500.0,1100,550.0,3850,24,2010,N,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188,81,25.0,524230,23-02-2014,0,500,920.3,461958,2,78,51000,-67900,21-02-2015,0,141,9730 2nd Hwy,11,3,0,1,0,0,73920.0,13440,6720.0,53760,22,2003,Y,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
189,128,28.0,438817,16-11-2007,2,1000,986.53,472720,2,65,62700,0,16-02-2015,2,149,7819 Oak St,11,1,1,0,2,2,101860.0,18520,18520.0,64820,20,2007,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190,449,57.0,293794,17-04-1999,1,2000,1440.68,442395,0,78,25000,0,09-02-2015,1,134,1845 Best St,8,1,2,0,1,2,5390.0,980,980.0,3430,33,2008,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,252,39.0,868283,06-02-2006,1,1000,1086.21,455340,3,53,68500,-57500,13-02-2015,1,157,2500 Tree St,18,1,0,1,2,0,50490.0,5610,5610.0,39270,24,2001,N,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,359,47.0,828890,20-10-1993,0,2000,1367.68,613247,4,54,0,0,11-01-2015,2,152,6955 Pine Drive,13,1,1,0,3,1,55500.0,5550,11100.0,38850,18,2012,N,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,19,32.0,882920,01-01-2006,2,1000,1215.85,454985,2,71,42900,-90200,02-01-2015,1,141,6165 Rock Ridge,8,1,2,1,1,2,7040.0,1280,640.0,5120,24,2015,N,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
194,73,26.0,918777,04-04-2003,1,2000,1191.19,468813,4,53,29300,0,12-02-2015,2,122,3653 Elm Drive,9,3,0,0,1,2,40160.0,5020,0.0,35140,24,2003,N,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,285,44.0,212580,05-07-2014,2,1000,1594.45,452747,2,54,0,0,05-02-2015,2,149,5812 3rd Hwy,17,2,2,2,3,1,55680.0,6960,6960.0,41760,27,2006,N,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,196,36.0,602410,16-01-1996,1,2000,1463.07,615611,4,69,0,0,24-01-2015,3,157,4939 Best St,3,1,0,1,1,1,5300.0,530,530.0,4240,25,2001,Y,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
197,223,43.0,976971,19-04-2002,1,500,1734.09,451400,4,65,0,0,12-01-2015,3,152,4964 Elm Lane,6,1,2,0,3,0,5200.0,650,650.0,3900,36,2006,N,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,328,48.0,630226,10-12-2005,1,500,1411.43,464874,5,69,45100,-32800,16-01-2015,0,134,9588 Solo St,17,1,2,2,1,1,59400.0,5940,11880.0,41580,22,2014,N,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,285,43.0,171254,07-11-1994,0,2000,1512.58,452496,1,76,47600,0,13-01-2015,1,152,8718 Apache Lane,7,1,0,1,1,0,2520.0,280,280.0,1960,18,1997,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,30,31.0,247116,02-06-2012,1,2000,1153.35,430714,6,74,0,0,02-02-2015,3,141,3590 Best Hwy,9,1,1,2,1,2,5760.0,960,960.0,3840,20,2011,N,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,342,49.0,505969,07-04-1998,1,500,1722.95,472634,6,72,63100,-13800,28-02-2015,1,141,6149 Best Ridge,3,1,0,2,0,2,76700.0,7670,7670.0,61360,32,2006,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202,219,39.0,653864,25-04-2007,1,2000,1281.07,608371,2,63,0,0,18-01-2015,3,157,4116 Embaracadero Lane,6,1,1,0,2,1,5920.0,740,740.0,4440,30,2015,N,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,468,62.0,586367,30-06-2000,0,500,1011.92,468168,6,93,0,0,15-02-2015,0,134,3486 Flute Ave,7,3,2,0,3,0,64350.0,7150,7150.0,50050,24,2009,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,241,39.0,896890,04-06-1996,1,2000,1042.26,464107,3,76,0,0,31-01-2015,2,145,5994 5th Ave,21,3,1,1,2,0,19080.0,4240,2120.0,12720,25,1995,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205,223,43.0,650026,09-05-2009,2,500,1235.1,466959,5,78,66400,-34400,10-02-2015,1,157,9138 3rd St,14,1,1,2,1,1,54400.0,5440,5440.0,43520,15,2011,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,128,32.0,547744,08-07-2001,0,2000,768.91,443522,1,76,0,-39300,26-02-2015,2,149,3743 Andromedia Ridge,0,1,0,1,0,1,59800.0,5980,5980.0,47840,27,1999,Y,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,124,29.0,598124,20-09-1993,2,500,1301.72,441726,5,54,0,0,25-02-2015,0,157,7644 Tree Ridge,14,3,0,0,3,2,72000.0,7200,7200.0,57600,37,2005,N,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,343,48.0,436126,03-11-2009,1,500,1451.54,473412,3,65,0,0,08-01-2015,2,134,3167 2nd St,13,4,1,2,3,1,65070.0,7230,14460.0,43380,18,2003,N,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,404,53.0,739447,10-12-2014,1,500,767.14,466201,0,76,25500,-36700,14-01-2015,3,149,3327 Lincoln Drive,8,1,1,0,1,1,8800.0,1760,880.0,6160,32,2002,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
210,63,24.0,427484,08-01-1994,1,2000,1620.89,469621,2,54,0,0,03-02-2015,1,141,8621 Best Ridge,7,1,1,2,0,1,6120.0,1020,1020.0,4080,20,2015,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,210,37.0,218684,05-08-2006,2,2000,1048.46,466676,2,71,59900,0,05-01-2015,3,149,3878 Tree Lane,9,1,0,1,2,0,7080.0,1180,590.0,5310,43,1999,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,335,50.0,565564,07-02-2007,0,1000,1538.26,615346,2,76,62200,-31400,24-01-2015,1,134,9760 Solo Lane,12,3,2,2,3,2,34320.0,8580,4290.0,21450,33,2009,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,11,40.0,743163,09-04-2001,2,2000,1217.69,440106,4,85,24000,0,26-01-2015,0,157,9138 1st St,6,3,0,1,0,0,53460.0,9720,9720.0,34020,37,2004,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
214,142,33.0,604614,17-02-1995,0,2000,1362.64,450332,3,76,0,0,21-01-2015,2,149,3414 Elm Ave,11,1,2,1,3,0,81360.0,6780,13560.0,61020,32,2009,Y,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,272,43.0,509928,25-07-1995,0,1000,1279.13,615226,6,74,0,0,06-02-2015,1,157,3172 Tree Ridge,5,3,0,1,2,2,81070.0,7370,14740.0,58960,37,2006,Y,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,69,26.0,593390,24-03-2006,0,2000,924.72,437688,2,93,0,0,07-01-2015,1,149,6104 Oak Ave,14,1,1,2,2,1,63120.0,5260,10520.0,47340,32,2008,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,38,28.0,970607,28-03-1995,1,1000,1019.44,437387,5,72,0,-39700,10-02-2015,3,157,9742 5th Ridge,17,1,0,2,1,1,7200.0,1440,720.0,5040,23,2004,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,328,46.0,174701,19-06-1996,2,500,1314.6,458139,4,85,24800,0,23-02-2015,2,141,8782 3rd St,0,1,0,2,3,0,70290.0,12780,6390.0,51120,28,1998,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
219,281,43.0,529398,16-06-1993,0,1000,1515.18,443191,1,71,0,0,09-01-2015,1,122,9798 Sky Ridge,21,3,1,1,0,1,60190.0,9260,9260.0,41670,16,1999,N,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,246,44.0,940942,11-07-2001,1,2000,1649.18,613647,1,53,0,-58600,22-02-2015,0,141,5483 Francis Drive,18,1,2,1,2,2,61380.0,11160,5580.0,44640,22,2009,Y,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,298,49.0,442677,22-11-2008,1,500,1451.01,460820,1,71,47800,0,21-02-2015,1,157,2005 Texas Hwy,17,1,1,2,2,1,28100.0,2810,5620.0,19670,25,2012,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,330,50.0,365364,28-12-2002,2,1000,978.46,431121,2,76,0,0,04-02-2015,2,141,6634 Texas Ridge,19,1,2,0,0,1,49060.0,8920,8920.0,31220,22,1995,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,362,50.0,114839,01-01-2006,1,500,1198.34,619735,0,76,53000,-72500,07-01-2015,2,149,8655 Cherokee Lane,17,3,0,1,1,1,57060.0,6340,6340.0,44380,27,1995,N,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,241,38.0,872734,19-05-1990,0,2000,1003.23,470485,0,78,0,0,17-01-2015,0,152,4955 Lincoln Ridge,23,3,0,0,3,2,77880.0,12980,12980.0,51920,36,2008,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,245,41.0,267885,26-08-2013,2,2000,1212.0,620473,5,76,24400,-60500,28-01-2015,2,157,7705 Best Ridge,4,1,2,0,1,2,73500.0,7350,14700.0,51450,42,1999,N,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,371,52.0,740505,12-10-1997,1,1000,1242.96,449800,2,71,0,-37100,22-02-2015,1,134,5838 Pine Lane,2,2,2,2,0,0,88920.0,6840,13680.0,68400,12,2010,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,343,52.0,629663,21-01-2002,2,1000,1053.02,602402,0,85,0,0,16-02-2015,0,152,7331 Sky Hwy,2,1,0,0,2,1,47630.0,12990,4330.0,30310,20,2005,Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,377,53.0,839884,02-09-1996,0,500,1693.63,452456,4,74,0,-64000,17-02-2015,2,141,5640 Embaracadero Lane,10,3,2,1,3,1,59040.0,6560,6560.0,45920,25,2015,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
229,154,37.0,241562,28-01-2010,1,1000,1904.8262500000003,439269,4,53,0,-67800,09-01-2015,1,149,9610 Cherokee St,2,1,0,0,3,1,79530.0,14460,7230.0,57840,36,2000,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,166,34.0,405533,03-10-2014,0,1000,1083.72,617774,2,93,65600,-68200,09-02-2015,2,149,3550 Washington Ave,18,1,1,0,2,2,53680.0,4880,4880.0,43920,20,2005,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,298,46.0,667021,02-05-2007,2,1000,1138.42,477678,3,85,36900,-55000,16-02-2015,1,152,5277 Texas Lane,18,1,1,2,3,2,33550.0,3050,6100.0,24400,33,2005,N,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,235,42.0,511621,22-09-1990,1,500,1072.62,444913,5,93,39900,-60200,18-02-2015,2,157,3654 Cherokee Ave,7,4,0,2,1,2,69100.0,6910,6910.0,55280,22,2006,N,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
233,172,35.0,476923,19-09-2004,0,2000,1219.04,456602,4,54,63600,-68700,11-01-2015,0,141,7380 5th Hwy,19,3,0,2,0,1,79750.0,14500,14500.0,50750,31,1999,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,27,28.0,735822,28-08-1995,0,2000,1371.78,451560,3,53,0,-32500,04-02-2015,0,134,2539 Embaracadero Ridge,10,3,0,0,2,2,53600.0,5360,10720.0,37520,32,2015,Y,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,428,54.0,492745,04-02-2004,0,2000,1506.21,453407,5,72,0,-24400,22-01-2015,1,134,4693 Lincoln Hwy,16,3,1,1,0,0,76560.0,12760,6380.0,57420,23,2009,N,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
236,99,32.0,130930,23-07-2014,0,1000,1058.21,618655,3,74,0,0,10-01-2015,2,152,2376 Sky Ridge,17,1,2,1,1,1,41130.0,4570,4570.0,31990,43,1999,N,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237,107,26.0,261119,21-03-1997,2,2000,932.14,612550,4,76,40600,0,10-01-2015,2,149,1273 Rock Lane,2,3,1,2,3,1,78650.0,14300,7150.0,57200,37,1996,Y,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,272,41.0,280709,06-05-1991,2,2000,1608.34,466718,0,53,33300,-10600,16-02-2015,0,157,8281 Lincoln Lane,19,1,0,1,1,0,71060.0,6460,12920.0,51680,28,2010,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
